Tweet,message,match,Polarity
300,This came from the same group that will attempt to defend for profit healthcare America s system by saying shit l,shit,Negative
301,RT CanPolCongress The Canadian Polish Congress stands with SUSKNational and ukrcancongress in condemning the Holodomor denial by UAI,denial,Negative
302,RT backt0nature Rare White moose spotted in Ontario Canada Everyone deserves to see this magnificent beauty,magnificent beauty,Positive
303,New Blue Line Metro Stations Are Now Being Designed Here s What To Expect,None,Neutral
304,RT Eighteen K Winnipeg is Canada s Florida,None,Neutral
305,zahadoom Well they did vote Justin From Canada back into power Play stupid games win stupid prizes I suppose,stupid stupid,Negative
306,lovespells USA UK Australia SouthAfrica Ghana Canada Newzealand,None,Neutral
307,RT CineTimeCanada Canada release for MaheshBabu starrer by RamBabuKalluri of SciftDigitalMedia their previous releases have been in n,None,Neutral
308,RT DrJatinderMann I am really grateful for the positive feedback to my paper on citizenship in Australia Canada and Aotearoa NewZe,grateful positive,Positive
309,7,None,Neutral
310,,None,Neutral
311,Apple Canada reveals full Black Friday 2019 deals offers up to 280 in gift cards,None,Neutral
312,Here s what s leaving Netflix Canada and Crave in November,None,Neutral
313,,None,Neutral
314,European allies amp Canada spending on defense more than previously thought,None,Neutral
315,RT CineTimeCanada Canada release for MaheshBabu starrer by RamBabuKalluri of SciftDigitalMedia their previous releases have been in n,None,Neutral
316,They said what s a medical bankruptcy,None,Neutral
317,RT amyklobuchar The Senate GOP needs to stop dragging its feet on getting my election security bill passed we need to secure our voting,None,Neutral
318,RT thatgirl helina A year ago today I graduated with honours from a master s program that 4 people were accepted to with over 950 applica,master,Positive
319,RT CineTimeCanada Canada release for MaheshBabu starrer by RamBabuKalluri of SciftDigitalMedia their previous releases have been in n,None,Neutral
320,RT perlmutations As I was saying shooting a little indie in Canada and just learned something interesting Did you know that Canadians o,interesting,Positive
321,RT sudarsansand Welcome to India s biggest SandArt festival at Konark from 1st December 5th More then hundred sandartist across the cou,None,Neutral
322,RT susantananda3 This strange movement of the land of the forest is called the phenomenon of movement of the forest floor and usually o,strange,Negative
323,RT perlmutations Also shooting off automatic rounds here in Canada doesn t seem to be the sexual fetish of it all like for some folk,like,Positive
324,bruinsinc canada is now a third world country,None,Neutral
325,lovespells USA UK Australia SouthAfrica Ghana Canada Newzealand,None,Neutral
326,RT perlmutations As I was saying shooting a little indie in Canada and just learned something interesting Did you know that Canadians o,interesting,Positive
327,RT perlmutations As I was saying shooting a little indie in Canada and just learned something interesting Did you know that Canadians o,interesting,Positive
328,RT perlmutations As I was saying shooting a little indie in Canada and just learned something interesting Did you know that Canadians o,interesting,Positive
329,Sout,None,Neutral
330,videojanes do y all not have braid shops in canada,None,Neutral
331,RT chrisboucher To shutdown All the Rumors I will Love to Play For Team Canada This Summer,None,Neutral
332,RT RKTweets Sohail38844761 Sana got Teary eyed She gave half content to this show Hate her or Love her but if this Season is Success,None,Neutral
333,lovespells USA UK Australia SouthAfrica Ghana Canada Newzealand,None,Neutral
334,RT MerlinofCanada Alberta Health Services plans to lay off 750 front line nurses union says Jkenney UCP need to do this to help pay fo,None,Neutral
335,RT tleehumphrey Meanwhile in Canada the country that sacrificed thousands of her soldiers at the outset of WWII in an effort to save Ho,sacrificed,Negative
336,M1APatriot CSGadsby When I came into this conversation it was about more guns causing more gun deaths That s wh,None,Neutral
337,Canad,None,Neutral
338,MrStache9 Not one bit Us dumb asses in Canada should be learning a lesson from all this but no We re too afraid,dumb afraid,Negative
339,its crazy how 3 years ago I was driving out to canada every other week and now i hate being away from my bed for more than 7 hours,crazy hate,Negative
340,RT amyklobuchar The Senate GOP needs to stop dragging its feet on getting my election security bill passed we need to secure our voting,None,Neutral
341,RT UHN We must see a significant investment fuelled by our federal government if we want universal healthcare to remain part of our nati,significant,Positive
342,RT perlmutations Also shooting off automatic rounds here in Canada doesn t seem to be the sexual fetish of it all like for some folk,like,Positive
343,I loved seeing you in Los Angeles Canada and Japan this year We love you You deserve,loved love,Positive
344,Municipalities are being forced to create bylaws indpndntly wasting on reports amp studies that could be done pro,wasting,Negative
345,RT 1eggwhite HEY LIL DONNIE GUESS WHAT I WENT TO CANADA AND THEY BANNED AUTOMATIC GUNS AND NOW THE DEATH RATE IS ABSOLUTE ZERO HOW DO,None,Neutral
346,Unions told thousands more job cuts coming to Alberta public service,None,Neutral
347,Sites to review your re,None,Neutral
348,Expensive to find expensive to develop but easy to sell Coastal oil has access to the highest bidders of the wo,None,Neutral
349,RT perlmutations Also shooting off automatic rounds here in Canada doesn t seem to be the sexual fetish of it all like for some folk,like,Positive
350,RT JustinTrudeau Canada stands with the UK after today s suspected terrorist attack in London and we re grateful for the first responder,None,Neutral
351,,None,Neutral
352,B,None,Neutral
353,RT alanna smithh Hundreds of professors from across Canada have signed an open letter to Premier Jason Kenney after he questioned the cre,None,Neutral
354,RT perlmutations As I was saying shooting a little indie in Canada and just learned something interesting Did you know that Canadians o,interesting,Positive
355,lovespells USA UK Australia SouthAfrica Ghana Canada Newzealand,None,Neutral
356,RT perlmutations As I was saying shooting a little indie in Canada and just learned something interesting Did you know that Canadians o,interesting,Positive
357,RT cathmckenna Since 2015 the Canada Child Benefit has lifted almost 300 000 children out of poverty That simply would not have been po,poverty,Negative
358,Attended a lecture by Dr Yuille on William Perkins at an event put on by Andrew Fuller Center for Baptist Studies,None,Neutral
359,RT BrownsFine Do you know a CoffeeLover Someone who needs their caffeine This is a perfect present for such a person 35 CDN approx,perfect,Positive
360,RT KlNGOFTHENINES ASyntheticLove Twitter is being hacked they ve taken servers down for Eastern US Canada GB and The UK,None,Neutral
361,RT piinksparkles Thank you to everyone wishing me a happy thanksgiving you re all so sweet Canada s thanksgiving was over a month ago t,happy sweet,Positive
362,RT perlmutations Also shooting off automatic rounds here in Canada doesn t seem to be the sexual fetish of it all like for some folk,like,Positive
363,RT Eighteen K Winnipeg is Canada s Florida,None,Neutral
364,RT perlmutations As I was saying shooting a little indie in Canada and just learned something interesting Did you know that Canadians o,interesting,Positive
365,RT perlmutations As I was saying shooting a little indie in Canada and just learned something interesting Did you know that Canadians o,interesting,Positive
366,DennisAmerica glenn wofford perlmutations There were more mass shootings in the United States in 2018 then there,None,Neutral
367,RT SenatorMunson Inspirational meeting with Hong Kong Activists AileenCaverley hk watch jooeysiiu amp Jane Lee Joey is on the fro,None,Neutral
368,RT UACoachMorris Golden Bear Football proudly welcomes Team Canada Offensive lineman Jacob Weller to the family Jacob is also a member o,None,Neutral
369,RT NicholasRSwart The Premier of Canada s largest oil producing province wears a sweatshirt sporting the words I love oil and gas to th,love,Positive
370,Full album l,None,Neutral
371,ramietwt UK got free health care so do Canada,free,Positive
372,7,None,Neutral
373,lovespells USA UK Australia SouthAfrica Ghana Canada Newzealand,None,Neutral
374,RT CBCNews The union says the Ontario government will not reverse cuts it has made which impact the classroom and it sees little prospec,None,Neutral
375,Thousands of Canadians have joined her demandin,None,Neutral
376,The Liberals are refusing to gi,refusing,Negative
377,3 more days unti,None,Neutral
378,United States,None,Neutral
379,y all student housing in canada is a scam me n my pals are all gassed about going home and getting living rooms and,scam,Negative
380,RT SFUWSOC To recap how lucky we ve been on the recruiting trail We d like to officially welcome the Class of 2020 to Canada s NCAA team,lucky like welcome,Positive
381,RT Lumberist If Christmas hurts your feelings that s not my problem it s your problem Various religions celebrate various traditions,hurts problem problem,Negative
382,RT exprincehall jaimec729 HB04920973 FederalistNo78 AnJillOfLight mntcol Shorty56167141 LoveBling6 TroyLawson5 ThomasFines scot,None,Neutral
383,7,None,Neutral
384,RT coleenlisa Attire does not imply consent Ontario Court of Appeal says calling out Justice for comments,None,Neutral
385,ht,None,Neutral
386,Canada is doomed,doomed,Negative
